"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 08 18:00:04 GMT 2024","Mon Jul 08 18:00:21 GMT 2024","17413","chromium","costumer_journey.spec.js","E2E tests","","","Finish Order",""
"passed","Mon Jul 08 17:59:48 GMT 2024","Mon Jul 08 17:59:54 GMT 2024","6286","chromium","costumer_journey.spec.js","E2E tests","","","Add a product to cart",""
"passed","Mon Jul 08 17:59:59 GMT 2024","Mon Jul 08 18:00:04 GMT 2024","5322","chromium","costumer_journey.spec.js","E2E tests","","","Delete a product from cart",""
"passed","Mon Jul 08 17:59:54 GMT 2024","Mon Jul 08 17:59:59 GMT 2024","4571","chromium","costumer_journey.spec.js","E2E tests","","","Add a product from promotion section",""
