"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 25 18:00:38 GMT 2024","Mon Nov 25 18:00:45 GMT 2024","6185","chromium","costumer_journey.spec.js","E2E tests","","","Add a product from promotion section",""
"passed","Mon Nov 25 18:00:00 GMT 2024","Mon Nov 25 18:00:08 GMT 2024","7651","chromium","costumer_journey.spec.js","E2E tests","","","Add a product to cart",""
"passed","Mon Nov 25 18:00:45 GMT 2024","Mon Nov 25 18:00:50 GMT 2024","5238","chromium","costumer_journey.spec.js","E2E tests","","","Delete a product from cart",""
"passed","Mon Nov 25 18:00:50 GMT 2024","Mon Nov 25 18:01:07 GMT 2024","16725","chromium","costumer_journey.spec.js","E2E tests","","","Finish Order",""
