"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 02 18:00:16 GMT 2024","Mon Sep 02 18:00:22 GMT 2024","5527","chromium","costumer_journey.spec.js","E2E tests","","","Add a product from promotion section",""
"passed","Mon Sep 02 18:00:27 GMT 2024","Mon Sep 02 18:00:43 GMT 2024","16149","chromium","costumer_journey.spec.js","E2E tests","","","Finish Order",""
"passed","Mon Sep 02 18:00:08 GMT 2024","Mon Sep 02 18:00:16 GMT 2024","8520","chromium","costumer_journey.spec.js","E2E tests","","","Add a product to cart",""
"passed","Mon Sep 02 18:00:22 GMT 2024","Mon Sep 02 18:00:27 GMT 2024","5263","chromium","costumer_journey.spec.js","E2E tests","","","Delete a product from cart",""
