"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 10 18:00:16 GMT 2024","Wed Jul 10 18:00:30 GMT 2024","14034","chromium","costumer_journey.spec.js","E2E tests","","","Finish Order",""
"passed","Wed Jul 10 18:00:12 GMT 2024","Wed Jul 10 18:00:16 GMT 2024","4051","chromium","costumer_journey.spec.js","E2E tests","","","Delete a product from cart",""
"passed","Wed Jul 10 18:00:00 GMT 2024","Wed Jul 10 18:00:08 GMT 2024","7152","chromium","costumer_journey.spec.js","E2E tests","","","Add a product to cart",""
"passed","Wed Jul 10 18:00:08 GMT 2024","Wed Jul 10 18:00:12 GMT 2024","4138","chromium","costumer_journey.spec.js","E2E tests","","","Add a product from promotion section",""
