"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 27 17:59:55 GMT 2024","Sat Jul 27 17:59:59 GMT 2024","4105","chromium","costumer_journey.spec.js","E2E tests","","","Add a product from promotion section",""
"passed","Sat Jul 27 17:59:59 GMT 2024","Sat Jul 27 18:00:06 GMT 2024","6888","chromium","costumer_journey.spec.js","E2E tests","","","Delete a product from cart",""
"passed","Sat Jul 27 18:00:06 GMT 2024","Sat Jul 27 18:00:21 GMT 2024","14644","chromium","costumer_journey.spec.js","E2E tests","","","Finish Order",""
"passed","Sat Jul 27 17:59:48 GMT 2024","Sat Jul 27 17:59:55 GMT 2024","6708","chromium","costumer_journey.spec.js","E2E tests","","","Add a product to cart",""
