"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 17 18:00:20 GMT 2024","Tue Sep 17 18:00:26 GMT 2024","6404","chromium","costumer_journey.spec.js","E2E tests","","","Add a product to cart",""
"passed","Tue Sep 17 18:00:36 GMT 2024","Tue Sep 17 18:00:40 GMT 2024","4656","chromium","costumer_journey.spec.js","E2E tests","","","Delete a product from cart",""
"passed","Tue Sep 17 18:00:40 GMT 2024","Tue Sep 17 18:00:56 GMT 2024","15785","chromium","costumer_journey.spec.js","E2E tests","","","Finish Order",""
"passed","Tue Sep 17 18:00:26 GMT 2024","Tue Sep 17 18:00:36 GMT 2024","9248","chromium","costumer_journey.spec.js","E2E tests","","","Add a product from promotion section",""
